#front|back
報|[bào] (=报告 bàogào) report, (=报纸 bàozhǐ) newspaper, (=电报 diànbào) telegram
立|[lì] stand, erect, vertical; 建立 jiànlì establish; 立刻 lìkè right away; 立方体 lìfāngtǐ cube
馬|[mǎ] horse; 马上 mǎshàng right away 马马虎虎 mǎmahūhū careless, casual<br /><br />{Compare with 乌 wū crow}
命|[mìng] (=生命 shēngmìng) life, fate, destiny; 命令 mìnglìng command; 革命 gémìng revolution
張|[zhāng] spread, sheet of paper, {classifier for surfaces, tables, postcards, etc.}>; 紧张 jǐnzhāng tense, nervous
活|[huó] live, alive, living, vivid, save someone's life; 生活 shēnghuó life; 活动 huódòng activity
難|[nán] difficult<br /><br />[nàn] disaster
神|[shén] spirit, god; 精神 jīngshén spirit, mind, consciousness, essence
數|[shù] number, number, figure, fate, plan; 数学 shùxué math<br /><br />[shǔ] count, enumerate, list<br /><br />[shuò] frequently, repeatedly
件|[jiàn] item, correspondence, document, {classifier for articles and items}>; 条件 tiáojiàn term, condition
安|[ān] still, quiet; 安全 ānquán safe, secure; 安排 ānpái arrange, plan, fix up
表|[biǎo] show, list, table, form, meter, (F錶) (wrist-)watch
原|[yuán] originally, simple, {family name}>; 原来 yuánlái original, formerly, as a matter of fact; 原因 yuányīn cause, reason
車|[chē] car, vehicle with wheels, {family name}><br /><br />[jū] (a piece in Chinese chess)<br /><br />{Compare with 东 dōng east}
白|[bái] white; 明白 míngbai understand, realize, clear, obvious; 白天 báitiān daytime; 白菜 báicài cabbage<br /><br />[bó] 李白 Lǐ Bó = Lǐ Bái<br /><br />{Compare with 自 zì self and 百 bǎi hundred}
應|[yīng] promise, answer, respond, {family name}>, (=应该 yīnggāi) should, ought to<br /><br />[yìng] 应用 yìngyòng apply
路|[lù] path, way, journey, distance, means, sequence, logic, sort, grade, class, {family name}>, (=道路 dàolù) road
期|[qī] phase, stage, {classifier for issues of periodicals}>, (=时期 shíqī) time period; 班期 bānqī schedule, time table; 星期 xīngqī week; 长期 chángqī long term<br /><br />[jī] anniversary
叫|[jiào] cry out, call; 叫做 jiàozuò be called, be known as
死|[sǐ] die, death
常|[cháng] often, constant, ordinary, {family name}>; 非常 fēicháng extremely
提|[tí] lift, raise, pick up, carry; 提高 tígāo improve; 提供 tígōng provide<br /><br />[dī] 提防 dīfang take precautions or be on guard against
感|[gǎn] (=感觉 gǎnjué) feel, (=感情 gǎnqíng) emotion
金|[jīn] (=金子 jīnzi) gold, (=金属 jīnshǔ) metals in general
何|[hé] what?, where?, how?, {family name}>; 任何 rènhé any; 如何 rúhé how?; 几何 jǐhé geometry
更|[gèng] more, still/even more, furthermore<br /><br />[gēng] replace, transform, night watch; (=更改 gēnggǎi) change, alter<br /><br />{Compare with 吏 lì official and 便 biàn convenient}
反|[fǎn] turn over, return, revolt, (=反对 fǎnduì) oppose, combat; 反映 fǎnyìng reflect<br /><br />[bǎn] 反反 bǎnbǎn proper, fitting<br /><br />{Compare with 友 yǒu friend}
合|[hé] close, shut, accord with, conform to, be equal to, together, jointly, {classifier for rounds}>, (=结合 jiéhé) combine; 合作 hézuò cooperate<br /><br />[gě] decilitre
放|[fàng] put, release, set free, give out, expand, blossom, bloom, lend (money) at interest; 解放 jiěfàng liberate, emancipate
做|[zuò] do, act, make, produce, write, compose, {slang}> to have sex; 叫做 jiàozuò be called, be known as; 做法 zuòfǎ method, way of doing<br /><br />{Sometimes replaceable with 作 zuò do}
系|[xì] series, department, faculty, (=系统 xìtǒng) system, (F係) (=联系 liánxì) integrate, relate to; 关系 guānxi concern, affect, matter, (F繫) tie, fasten, feel anxious, be concerned<br /><br />[jì] (F繫) tie, bind
計|[jì] (=计算 jìsuàn) count, calculate, plot, plan, {family name}>; 统计 tǒngjì statistics
